Derived Data
Scan,Date/Time,Radiant Flux (Watts),Luminous Flux (lumens),Scotopic Luminous Flux (lm'),Chromaticity x coord,Chromaticity y coord,Chromaticity u coord,Chromaticity v coord,Delta uv,Chromaticity u' coord,Chromaticity v' coord,Peak Wavelength (nm),Center Wavelength (nm),Centroid Wavelength (nm),Dominant Wavelength (nm),Full Width Half Max Bandwidth (nm),Excitation Purity (%),Correlated Color Temperature (deg. K),Luminous Efficacy (lm/W),SDCM,Correlation,Correlation Coeficient,Color Rendering Index Average (RA),Color Rendering Index (R1),Color Rendering Index (R2),Color Rendering Index (R3),Color Rendering Index (R4),Color Rendering Index (R5),Color Rendering Index (R6),Color Rendering Index (R7),Color Rendering Index (R8),Color Rendering Index (R9),Color Rendering Index (R10),Color Rendering Index (R11),Color Rendering Index (R12),Color Rendering Index (R13),Color Rendering Index (R14),Measured DUT Current (A),Measured DUT Voltage (V),
459,11/28/2016 2:27:41 PM,1.833E00,5.857E02,1.162E03,0.3147,0.3335,0.1976,0.3140,0.0043,0.1976,0.4710,448.5,447.0,540.4,491.9,21.0,6.3,6361.0,, Cool White,0.0054,0.00128592264188585,70.4123119579573,68.5,73.3,75.3,72.1,69.9,64.1,79.7,60.5,-30.7,35.5,69.4,39.4,68.5,86,N/A,N/A,
460,11/28/2016 2:27:51 PM,1.846E00,5.856E02,1.162E03,0.3147,0.3334,0.1976,0.3140,0.0043,0.1976,0.4710,448.6,447.0,541.7,491.8,21.0,6.3,6362.0,, Cool White,0.0054,0.00125583784925183,70.4433352709597,68.5,73.4,75.3,72.1,69.9,64.2,79.7,60.5,-30.5,35.6,69.4,39.5,68.6,86,N/A,N/A,
461,11/28/2016 2:28:01 PM,1.832E00,5.853E02,1.161E03,0.3147,0.3335,0.1975,0.3140,0.0043,0.1975,0.4710,448.6,447.0,540.4,491.8,21.0,6.3,6364.0,, Cool White,0.0054,0.00129548789692629,70.3888261789815,68.5,73.3,75.2,72.1,69.8,64.1,79.7,60.5,-30.7,35.4,69.3,39.3,68.5,86,N/A,N/A,
462,11/28/2016 2:28:11 PM,1.832E00,5.854E02,1.161E03,0.3147,0.3334,0.1976,0.3140,0.0043,0.1976,0.4709,448.6,447.0,540.3,491.8,20.8,6.3,6365.0,, Cool White,0.0054,0.00124765090980329,70.4240436150249,68.5,73.3,75.2,72.1,69.9,64.1,79.7,60.5,-30.5,35.5,69.4,39.4,68.6,86,N/A,N/A,
463,11/28/2016 2:28:21 PM,1.802E00,5.752E02,1.140E03,0.3148,0.3336,0.1976,0.3140,0.0043,0.1976,0.4711,448.5,447.0,540.7,491.9,20.9,6.2,6357.0,, Cool White,0.0054,0.00128480275147644,70.3776946375082,68.5,73.3,75.3,72,69.8,64.1,79.6,60.4,-30.9,35.4,69.3,39.3,68.5,86,N/A,N/A,
464,11/28/2016 2:28:32 PM,1.831E00,5.834E02,1.157E03,0.3147,0.3335,0.1975,0.3140,0.0043,0.1975,0.4710,448.6,447.0,541.0,491.9,20.9,6.3,6362.0,, Cool White,0.0054,0.001302114424329,70.4115800587778,68.5,73.3,75.3,72.1,69.8,64.1,79.7,60.5,-30.6,35.5,69.4,39.4,68.5,86,N/A,N/A,
465,11/28/2016 2:28:42 PM,1.806E00,5.752E02,1.140E03,0.3148,0.3337,0.1976,0.3141,0.0044,0.1976,0.4711,448.5,447.0,541.1,492.0,20.9,6.2,6355.0,, Cool White,0.0054,0.00131088727265248,70.4097903486359,68.5,73.3,75.3,72.1,69.8,64.1,79.7,60.5,-30.7,35.5,69.4,39.4,68.5,86,N/A,N/A,
466,11/28/2016 2:28:52 PM,1.824E00,5.831E02,1.156E03,0.3147,0.3336,0.1975,0.3140,0.0044,0.1975,0.4710,448.4,447.0,540.3,491.9,21.0,6.3,6362.0,, Cool White,0.0054,0.00132029891648694,70.3833804887658,68.5,73.3,75.2,72,69.8,64.1,79.7,60.5,-30.7,35.4,69.3,39.3,68.5,86,N/A,N/A,
467,11/28/2016 2:29:02 PM,1.823E00,5.803E02,1.151E03,0.3147,0.3335,0.1976,0.3140,0.0043,0.1976,0.4710,448.5,447.0,541.2,491.9,20.8,6.3,6361.0,, Cool White,0.0054,0.00129020665801028,70.3908160263092,68.5,73.3,75.2,72.1,69.8,64.1,79.7,60.5,-30.7,35.4,69.4,39.3,68.5,86,N/A,N/A,
468,11/28/2016 2:29:12 PM,1.826E00,5.815E02,1.153E03,0.3148,0.3336,0.1975,0.3140,0.0044,0.1975,0.4711,448.5,447.0,541.2,491.9,20.9,6.2,6359.0,, Cool White,0.0054,0.00131928781761955,70.3662960792716,68.4,73.3,75.2,72,69.8,64.1,79.6,60.4,-30.8,35.4,69.3,39.3,68.5,86,N/A,N/A,
469,11/28/2016 2:29:22 PM,1.798E00,5.730E02,1.136E03,0.3148,0.3337,0.1975,0.3141,0.0044,0.1975,0.4711,448.5,447.0,541.0,492.0,20.9,6.2,6358.0,, Cool White,0.0054,0.00134696837226201,70.3944588537031,68.5,73.3,75.3,72.1,69.8,64.1,79.7,60.5,-30.7,35.5,69.4,39.3,68.5,86,N/A,N/A,
470,11/28/2016 2:29:32 PM,1.795E00,5.730E02,1.135E03,0.3149,0.3338,0.1976,0.3141,0.0044,0.1976,0.4712,448.5,447.0,540.9,492.1,20.8,6.2,6350.0,, Cool White,0.0054,0.00133314968827592,70.3592730859666,68.4,73.3,75.3,72,69.8,64.1,79.6,60.3,-31.1,35.4,69.3,39.3,68.5,86,N/A,N/A,
471,11/28/2016 2:29:42 PM,1.819E00,5.792E02,1.148E03,0.3147,0.3335,0.1976,0.3140,0.0043,0.1976,0.4710,448.5,447.0,541.2,491.8,20.8,6.3,6361.0,, Cool White,0.0054,0.0012718783140412,70.4146055267713,68.5,73.3,75.2,72.1,69.9,64.1,79.7,60.5,-30.5,35.5,69.4,39.4,68.5,86,N/A,N/A,
472,11/28/2016 2:29:52 PM,1.804E00,5.719E02,1.133E03,0.3149,0.3336,0.1976,0.3141,0.0043,0.1976,0.4711,448.5,447.0,542.2,491.9,20.8,6.2,6351.0,, Cool White,0.0054,0.00125181751358675,70.408913114476,68.5,73.3,75.3,72.1,69.8,64.1,79.7,60.5,-30.7,35.5,69.4,39.3,68.5,86,N/A,N/A,
473,11/28/2016 2:30:02 PM,1.797E00,5.715E02,1.133E03,0.3148,0.3338,0.1975,0.3141,0.0044,0.1975,0.4712,448.5,447.0,541.5,492.0,20.8,6.2,6354.0,, Cool White,0.0054,0.00135779218273704,70.4005893652521,68.5,73.3,75.3,72.1,69.8,64.1,79.7,60.4,-30.7,35.5,69.4,39.3,68.5,86,N/A,N/A,
474,11/28/2016 2:30:12 PM,1.794E00,5.707E02,1.131E03,0.3148,0.3337,0.1975,0.3141,0.0044,0.1975,0.4711,448.6,446.9,541.4,492.0,20.8,6.2,6359.0,, Cool White,0.0054,0.00136397639724897,70.369697474688,68.4,73.3,75.2,72,69.8,64.1,79.6,60.4,-30.8,35.4,69.3,39.3,68.5,86,N/A,N/A,
475,11/28/2016 2:30:22 PM,1.791E00,5.694E02,1.128E03,0.3149,0.3337,0.1976,0.3141,0.0044,0.1976,0.4712,448.5,447.0,541.5,492.0,20.6,6.2,6352.0,, Cool White,0.0054,0.00133086437791155,70.3678719605305,68.4,73.3,75.3,72,69.8,64.1,79.6,60.4,-30.8,35.4,69.3,39.3,68.5,86,N/A,N/A,
476,11/28/2016 2:30:32 PM,1.791E00,5.693E02,1.128E03,0.3149,0.3337,0.1976,0.3141,0.0044,0.1976,0.4712,448.5,447.0,541.6,492.0,20.8,6.2,6353.0,, Cool White,0.0054,0.0013343523983046,70.3955314227851,68.5,73.3,75.3,72.1,69.8,64.1,79.6,60.4,-30.8,35.5,69.4,39.3,68.5,86,N/A,N/A,
477,11/28/2016 2:30:42 PM,1.776E00,5.674E02,1.124E03,0.3149,0.3338,0.1976,0.3141,0.0044,0.1976,0.4712,448.4,447.0,540.8,492.1,20.6,6.2,6351.0,, Cool White,0.0054,0.00134156137451641,70.3663454914876,68.5,73.3,75.2,72,69.8,64.1,79.6,60.4,-30.8,35.4,69.4,39.2,68.5,86,N/A,N/A,
478,11/28/2016 2:30:52 PM,1.782E00,5.672E02,1.124E03,0.3148,0.3338,0.1975,0.3141,0.0044,0.1975,0.4712,448.5,447.0,541.4,492.0,20.6,6.2,6354.0,, Cool White,0.0054,0.00136119111427831,70.3292144301513,68.4,73.3,75.2,72,69.8,64,79.6,60.4,-31,35.3,69.3,39.2,68.4,86,N/A,N/A,
479,11/28/2016 2:31:02 PM,1.774E00,5.661E02,1.121E03,0.3149,0.3339,0.1976,0.3142,0.0044,0.1976,0.4712,448.5,447.0,540.9,492.1,20.6,6.2,6348.0,, Cool White,0.0054,0.00136863463111403,70.3519359543193,68.4,73.3,75.3,72,69.8,64.1,79.6,60.3,-31,35.4,69.3,39.2,68.5,86,N/A,N/A,
480,11/28/2016 2:31:12 PM,1.771E00,5.654E02,1.120E03,0.3149,0.3340,0.1975,0.3142,0.0045,0.1975,0.4713,448.4,447.0,541.1,492.2,20.7,6.2,6349.0,, Cool White,0.0054,0.00141847814357917,70.3342567646747,68.4,73.3,75.2,72,69.8,64,79.6,60.3,-31.1,35.4,69.3,39.2,68.4,86,N/A,N/A,
481,11/28/2016 2:31:22 PM,1.777E00,5.651E02,1.119E03,0.3149,0.3339,0.1976,0.3142,0.0044,0.1976,0.4712,448.5,447.0,541.5,492.1,20.6,6.2,6349.0,, Cool White,0.0054,0.00136905217593254,70.3254719891885,68.4,73.3,75.2,72,69.7,64,79.6,60.4,-31,35.3,69.3,39.2,68.4,86,N/A,N/A,
482,11/28/2016 2:31:32 PM,1.796E00,5.740E02,1.137E03,0.3148,0.3337,0.1975,0.3141,0.0044,0.1975,0.4711,448.4,447.0,540.4,492.0,20.7,6.2,6356.0,, Cool White,0.0054,0.00134478794787843,70.3255872612144,68.4,73.3,75.2,72,69.8,64,79.6,60.4,-31.1,35.3,69.3,39.2,68.4,86,N/A,N/A,
483,11/28/2016 2:31:42 PM,1.803E00,5.745E02,1.139E03,0.3148,0.3337,0.1975,0.3141,0.0044,0.1975,0.4711,448.6,447.0,541.1,492.0,20.7,6.2,6356.0,, Cool White,0.0054,0.00132819827851982,70.3665122171352,68.5,73.3,75.2,72,69.8,64.1,79.6,60.4,-30.8,35.4,69.4,39.3,68.5,86,N/A,N/A,
484,11/28/2016 2:31:52 PM,1.803E00,5.751E02,1.140E03,0.3148,0.3335,0.1976,0.3140,0.0043,0.1976,0.4710,448.5,447.0,540.8,491.9,20.8,6.2,6357.0,, Cool White,0.0054,0.00124846998333124,70.4104940570104,68.5,73.3,75.2,72.1,69.9,64.1,79.6,60.5,-30.5,35.4,69.4,39.3,68.5,86,N/A,N/A,
485,11/28/2016 2:32:02 PM,1.800E00,5.749E02,1.139E03,0.3148,0.3337,0.1975,0.3141,0.0044,0.1975,0.4711,448.5,446.9,540.7,492.0,20.6,6.2,6355.0,, Cool White,0.0054,0.00135272041693135,70.3618557213704,68.5,73.3,75.2,72,69.8,64,79.6,60.5,-30.7,35.4,69.3,39.2,68.5,86,N/A,N/A,
486,11/28/2016 2:32:12 PM,1.803E00,5.753E02,1.140E03,0.3149,0.3337,0.1976,0.3141,0.0043,0.1976,0.4711,448.5,447.0,540.8,492.0,20.6,6.2,6351.0,, Cool White,0.0054,0.0013069417121956,70.3706566701245,68.5,73.3,75.2,72,69.8,64.1,79.6,60.4,-30.8,35.4,69.4,39.3,68.5,86,N/A,N/A,
487,11/28/2016 2:32:22 PM,1.803E00,5.754E02,1.140E03,0.3149,0.3337,0.1976,0.3141,0.0043,0.1976,0.4711,448.4,447.0,540.9,492.0,20.7,6.2,6351.0,, Cool White,0.0054,0.0012769862533817,70.3642542701456,68.5,73.3,75.2,72,69.8,64.1,79.6,60.4,-30.8,35.4,69.4,39.3,68.5,86,N/A,N/A,
488,11/28/2016 2:32:32 PM,1.811E00,5.745E02,1.138E03,0.3149,0.3336,0.1976,0.3141,0.0043,0.1976,0.4711,448.5,446.9,541.9,491.9,20.8,6.2,6352.0,, Cool White,0.0054,0.00124946319967534,70.413693547907,68.6,73.3,75.2,72.1,69.9,64.1,79.6,60.5,-30.4,35.4,69.4,39.3,68.5,86,N/A,N/A,
489,11/28/2016 2:32:42 PM,1.807E00,5.748E02,1.139E03,0.3150,0.3337,0.1976,0.3141,0.0043,0.1976,0.4712,448.4,447.0,541.4,492.0,20.8,6.2,6348.0,, Cool White,0.0054,0.00128296268686944,70.4069626012253,68.5,73.3,75.3,72.1,69.9,64.1,79.6,60.4,-30.7,35.5,69.4,39.4,68.5,86,N/A,N/A,
490,11/28/2016 2:32:52 PM,1.814E00,5.744E02,1.138E03,0.3149,0.3337,0.1976,0.3141,0.0043,0.1976,0.4711,448.5,446.9,542.3,492.0,20.9,6.2,6352.0,, Cool White,0.0054,0.00128137250455137,70.3698434460121,68.5,73.3,75.2,72,69.8,64.1,79.6,60.4,-30.8,35.4,69.4,39.3,68.5,86,N/A,N/A,
491,11/28/2016 2:33:02 PM,1.796E00,5.738E02,1.137E03,0.3148,0.3337,0.1975,0.3141,0.0044,0.1975,0.4711,448.5,447.0,540.6,492.0,20.6,6.2,6356.0,, Cool White,0.0054,0.00134937762260079,70.3399177521856,68.4,73.3,75.2,72,69.8,64,79.6,60.4,-30.9,35.3,69.3,39.2,68.4,86,N/A,N/A,
492,11/28/2016 2:33:12 PM,1.805E00,5.741E02,1.137E03,0.3149,0.3338,0.1976,0.3141,0.0044,0.1976,0.4712,448.5,447.0,541.5,492.0,20.7,6.2,6351.0,, Cool White,0.0054,0.00132805678073331,70.3392733253875,68.4,73.3,75.2,72,69.8,64,79.6,60.4,-31,35.4,69.3,39.3,68.4,86,N/A,N/A,
493,11/28/2016 2:33:22 PM,1.795E00,5.728E02,1.135E03,0.3148,0.3336,0.1976,0.3141,0.0044,0.1976,0.4711,448.5,447.0,540.8,491.9,20.7,6.2,6357.0,, Cool White,0.0054,0.00131047326790891,70.3521867868996,68.4,73.3,75.2,72,69.8,64,79.6,60.4,-30.8,35.4,69.4,39.3,68.5,86,N/A,N/A,
494,11/28/2016 2:33:32 PM,1.806E00,5.743E02,1.138E03,0.3148,0.3336,0.1976,0.3140,0.0043,0.1976,0.4710,448.5,447.0,541.4,491.9,20.7,6.2,6359.0,, Cool White,0.0054,0.00129405311196374,70.3674451447425,68.5,73.3,75.2,72,69.8,64.1,79.6,60.4,-30.7,35.4,69.4,39.3,68.5,86,N/A,N/A,
495,11/28/2016 2:33:42 PM,1.798E00,5.739E02,1.137E03,0.3148,0.3337,0.1976,0.3141,0.0044,0.1976,0.4711,448.5,447.0,540.9,492.0,20.7,6.2,6355.0,, Cool White,0.0054,0.00133023949510209,70.3179755320473,68.4,73.2,75.2,72,69.8,64,79.6,60.3,-31.1,35.3,69.3,39.2,68.4,86,N/A,N/A,
496,11/28/2016 2:33:52 PM,1.764E00,5.633E02,1.115E03,0.3149,0.3339,0.1976,0.3142,0.0044,0.1976,0.4712,448.5,447.0,540.9,492.1,20.4,6.2,6348.0,, Cool White,0.0054,0.00136416874617979,70.3042252718755,68.4,73.2,75.2,72,69.7,64,79.6,60.3,-31.1,35.3,69.3,39.1,68.4,86,N/A,N/A,
497,11/28/2016 2:34:02 PM,1.792E00,5.714E02,1.132E03,0.3149,0.3338,0.1976,0.3141,0.0044,0.1976,0.4712,448.5,447.0,541.0,492.0,20.5,6.2,6351.0,, Cool White,0.0054,0.0013244768774223,70.3538845874546,68.5,73.3,75.2,72,69.8,64.1,79.6,60.4,-30.9,35.4,69.4,39.3,68.5,86,N/A,N/A,
498,11/28/2016 2:34:12 PM,1.787E00,5.727E02,1.134E03,0.3149,0.3339,0.1975,0.3142,0.0044,0.1975,0.4712,448.5,447.0,540.1,492.1,20.6,6.2,6349.0,, Cool White,0.0054,0.00139373191262993,70.320446819132,68.4,73.2,75.2,72,69.8,64,79.6,60.3,-31.1,35.3,69.3,39.2,68.4,86,N/A,N/A,
499,11/28/2016 2:34:22 PM,1.796E00,5.724E02,1.134E03,0.3148,0.3338,0.1975,0.3141,0.0044,0.1975,0.4712,448.5,447.0,541.1,492.1,20.5,6.2,6355.0,, Cool White,0.0054,0.00138167801946366,70.3337064641117,68.4,73.3,75.2,72,69.8,64,79.6,60.4,-31,35.3,69.3,39.2,68.4,86,N/A,N/A,
500,11/28/2016 2:34:32 PM,1.794E00,5.730E02,1.135E03,0.3148,0.3338,0.1975,0.3141,0.0044,0.1975,0.4712,448.4,446.9,540.7,492.1,20.6,6.2,6354.0,, Cool White,0.0054,0.00139105981620945,70.3018180823827,68.4,73.2,75.2,72,69.7,64,79.6,60.3,-31.1,35.3,69.3,39.2,68.4,86,N/A,N/A,
501,11/28/2016 2:34:42 PM,1.778E00,5.671E02,1.123E03,0.3149,0.3338,0.1976,0.3141,0.0044,0.1976,0.4712,448.5,446.9,541.1,492.1,20.6,6.2,6350.0,, Cool White,0.0054,0.00135715364437107,70.3272320046483,68.4,73.2,75.2,72,69.8,64,79.6,60.4,-31,35.3,69.3,39.2,68.4,86,N/A,N/A,
502,11/28/2016 2:34:52 PM,1.798E00,5.713E02,1.131E03,0.3150,0.3338,0.1976,0.3141,0.0043,0.1976,0.4712,448.4,447.0,541.8,492.0,20.7,6.2,6347.0,, Cool White,0.0054,0.00128582258997885,70.3770945383247,68.5,73.3,75.2,72.1,69.8,64.1,79.6,60.4,-30.8,35.4,69.4,39.3,68.5,86,N/A,N/A,
503,11/28/2016 2:35:02 PM,1.799E00,5.725E02,1.134E03,0.3149,0.3337,0.1976,0.3141,0.0044,0.1976,0.4711,448.5,446.9,541.2,492.0,20.8,6.2,6353.0,, Cool White,0.0054,0.0013187522328558,70.3570149215489,68.5,73.3,75.2,72,69.8,64,79.6,60.4,-30.8,35.4,69.4,39.3,68.5,86,N/A,N/A,
504,11/28/2016 2:35:12 PM,1.799E00,5.727E02,1.135E03,0.3149,0.3337,0.1976,0.3141,0.0043,0.1976,0.4711,448.4,446.9,541.4,492.0,20.7,6.2,6354.0,, Cool White,0.0054,0.00130402680083421,70.3452843456614,68.4,73.3,75.2,72,69.8,64,79.6,60.4,-30.9,35.4,69.3,39.3,68.5,86,N/A,N/A,
505,11/28/2016 2:35:22 PM,1.770E00,5.631E02,1.115E03,0.3150,0.3340,0.1976,0.3142,0.0044,0.1976,0.4713,448.5,447.0,541.6,492.2,20.5,6.1,6345.0,, Cool White,0.0054,0.0013803216040475,70.3097572199979,68.4,73.2,75.2,72,69.7,64,79.6,60.3,-31.1,35.3,69.3,39.2,68.4,86,N/A,N/A,
506,11/28/2016 2:35:33 PM,1.761E00,5.622E02,1.113E03,0.3150,0.3340,0.1975,0.3142,0.0045,0.1975,0.4713,448.5,447.0,541.0,492.2,20.6,6.1,6345.0,, Cool White,0.0054,0.00141730627463422,70.2876428842844,68.3,73.2,75.2,71.9,69.7,64,79.6,60.3,-31.2,35.3,69.3,39.1,68.4,86,N/A,N/A,
507,11/28/2016 2:35:43 PM,1.786E00,5.698E02,1.129E03,0.3148,0.3338,0.1975,0.3141,0.0044,0.1975,0.4712,448.5,446.9,540.9,492.0,20.6,6.2,6354.0,, Cool White,0.0054,0.00135909964052895,70.305612784818,68.4,73.2,75.2,72,69.7,64,79.6,60.4,-31,35.3,69.3,39.2,68.4,86,N/A,N/A,
508,11/28/2016 2:35:53 PM,1.795E00,5.717E02,1.132E03,0.3150,0.3339,0.1976,0.3142,0.0044,0.1976,0.4712,448.5,447.0,541.4,492.1,20.7,6.2,6347.0,, Cool White,0.0054,0.00134954823665811,70.3701598289714,68.5,73.3,75.2,72,69.8,64.1,79.6,60.4,-30.7,35.4,69.4,39.3,68.5,86,N/A,N/A,
509,11/28/2016 2:36:03 PM,1.793E00,5.722E02,1.133E03,0.3149,0.3338,0.1976,0.3141,0.0044,0.1976,0.4712,448.5,447.0,540.7,492.0,20.6,6.2,6351.0,, Cool White,0.0054,0.00133434266962759,70.3446239068395,68.4,73.3,75.2,72,69.8,64,79.6,60.4,-30.9,35.4,69.3,39.2,68.4,86,N/A,N/A,
510,11/28/2016 2:36:13 PM,1.763E00,5.621E02,1.113E03,0.3150,0.3340,0.1976,0.3142,0.0044,0.1976,0.4713,448.5,447.0,541.0,492.2,20.6,6.1,6344.0,, Cool White,0.0054,0.0013782868190919,70.3362152232284,68.4,73.3,75.2,72,69.8,64,79.6,60.4,-30.9,35.3,69.3,39.2,68.4,86,N/A,N/A,
511,11/28/2016 2:36:23 PM,1.763E00,5.615E02,1.112E03,0.3149,0.3339,0.1975,0.3142,0.0044,0.1975,0.4712,448.5,446.9,541.3,492.1,20.7,6.2,6350.0,, Cool White,0.0054,0.0013869596835248,70.2996182621247,68.4,73.2,75.2,72,69.7,64,79.6,60.3,-31.1,35.3,69.3,39.1,68.4,86,N/A,N/A,
512,11/28/2016 2:36:33 PM,1.765E00,5.619E02,1.113E03,0.3150,0.3338,0.1976,0.3141,0.0044,0.1976,0.4712,448.5,447.0,541.4,492.1,20.6,6.2,6348.0,, Cool White,0.0054,0.00133127844061614,70.3660546315076,68.5,73.3,75.2,72,69.8,64,79.6,60.4,-30.7,35.4,69.4,39.2,68.5,86,N/A,N/A,
513,11/28/2016 2:36:43 PM,1.775E00,5.645E02,1.118E03,0.3150,0.3339,0.1976,0.3142,0.0044,0.1976,0.4712,448.4,446.9,541.8,492.1,20.5,6.2,6348.0,, Cool White,0.0054,0.00135931009039285,70.34207574422,68.4,73.3,75.2,72,69.8,64,79.6,60.4,-31,35.3,69.4,39.2,68.5,86,N/A,N/A,
514,11/28/2016 2:36:53 PM,1.765E00,5.625E02,1.114E03,0.3150,0.3338,0.1976,0.3141,0.0044,0.1976,0.4712,448.5,447.0,541.3,492.1,20.5,6.2,6347.0,, Cool White,0.0054,0.00133610146127631,70.3419610235157,68.4,73.3,75.2,72,69.8,64,79.6,60.3,-31,35.4,69.3,39.2,68.5,86,N/A,N/A,
515,11/28/2016 2:37:03 PM,1.752E00,5.605E02,1.109E03,0.3150,0.3340,0.1976,0.3142,0.0044,0.1976,0.4713,448.4,447.0,540.6,492.2,20.5,6.1,6345.0,, Cool White,0.0054,0.00138070430110788,70.276997844006,68.3,73.2,75.2,71.9,69.7,64,79.6,60.3,-31.3,35.2,69.3,39.1,68.4,86,N/A,N/A,
516,11/28/2016 2:37:13 PM,1.788E00,5.680E02,1.125E03,0.3149,0.3337,0.1976,0.3141,0.0043,0.1976,0.4712,448.4,447.0,541.8,492.0,20.6,6.2,6351.0,, Cool White,0.0054,0.00130579829518243,70.3711919765847,68.5,73.3,75.2,72.1,69.8,64.1,79.6,60.5,-30.7,35.4,69.4,39.3,68.5,86,N/A,N/A,
517,11/28/2016 2:37:23 PM,1.785E00,5.684E02,1.125E03,0.3150,0.3339,0.1976,0.3142,0.0044,0.1976,0.4712,448.5,447.0,541.5,492.1,20.5,6.1,6345.0,, Cool White,0.0054,0.00133463895583923,70.323417792285,68.4,73.3,75.2,72,69.8,64,79.6,60.3,-31,35.3,69.3,39.2,68.4,86,N/A,N/A,
518,11/28/2016 2:37:33 PM,1.764E00,5.605E02,1.110E03,0.3149,0.3339,0.1976,0.3141,0.0044,0.1976,0.4712,448.4,447.0,541.8,492.1,20.5,6.2,6349.0,, Cool White,0.0054,0.00135552848131947,70.3326295640342,68.4,73.2,75.2,72,69.8,64,79.6,60.4,-30.8,35.3,69.3,39.2,68.4,86,N/A,N/A,
519,11/28/2016 2:37:43 PM,1.759E00,5.607E02,1.110E03,0.3150,0.3340,0.1976,0.3142,0.0044,0.1976,0.4713,448.5,447.0,541.4,492.2,20.5,6.1,6344.0,, Cool White,0.0054,0.00137870006168565,70.311074500926,68.4,73.2,75.2,72,69.7,64,79.6,60.4,-30.9,35.3,69.3,39.1,68.4,86,N/A,N/A,
520,11/28/2016 2:37:53 PM,1.783E00,5.673E02,1.123E03,0.3149,0.3338,0.1976,0.3141,0.0044,0.1976,0.4712,448.6,447.0,541.5,492.1,20.5,6.2,6349.0,, Cool White,0.0054,0.00133050339502763,70.3229355944311,68.4,73.2,75.2,72,69.8,64,79.6,60.4,-30.9,35.3,69.3,39.2,68.4,86,N/A,N/A,
521,11/28/2016 2:38:03 PM,1.748E00,5.595E02,1.107E03,0.3151,0.3342,0.1975,0.3143,0.0045,0.1975,0.4714,448.5,446.9,540.7,492.3,20.5,6.1,6339.0,, Cool White,0.0054,0.00145020211564386,70.2747805431788,68.3,73.2,75.2,71.9,69.7,64,79.6,60.3,-31.3,35.2,69.2,39.1,68.4,86,N/A,N/A,
522,11/28/2016 2:38:13 PM,1.756E00,5.586E02,1.106E03,0.3150,0.3339,0.1976,0.3142,0.0044,0.1976,0.4712,448.5,446.9,541.6,492.1,20.3,6.1,6345.0,, Cool White,0.0054,0.00133332570388177,70.3314473300765,68.4,73.3,75.2,72,69.8,64,79.6,60.4,-30.9,35.3,69.3,39.1,68.4,86,N/A,N/A,
523,11/28/2016 2:38:23 PM,1.748E00,5.576E02,1.104E03,0.3149,0.3340,0.1975,0.3142,0.0045,0.1975,0.4713,448.5,447.0,541.1,492.2,20.5,6.2,6348.0,, Cool White,0.0054,0.00142075943176753,70.2940514892067,68.3,73.2,75.2,72,69.7,64,79.6,60.3,-31.2,35.3,69.3,39.1,68.4,86,N/A,N/A,
524,11/28/2016 2:38:33 PM,1.751E00,5.578E02,1.104E03,0.3151,0.3341,0.1976,0.3142,0.0044,0.1976,0.4714,448.5,447.0,541.6,492.2,20.4,6.1,6338.0,, Cool White,0.0054,0.00136446878340171,70.3015119045943,68.4,73.2,75.2,72,69.7,64,79.6,60.3,-31.1,35.3,69.3,39.1,68.4,86,N/A,N/A,
525,11/28/2016 2:38:43 PM,1.744E00,5.564E02,1.102E03,0.3150,0.3340,0.1975,0.3142,0.0044,0.1975,0.4713,448.5,446.9,541.0,492.2,20.4,6.2,6347.0,, Cool White,0.0054,0.00140204827095402,70.2941801776863,68.4,73.2,75.2,72,69.7,64,79.6,60.3,-31.2,35.3,69.3,39.1,68.4,86,N/A,N/A,
526,11/28/2016 2:38:53 PM,1.742E00,5.562E02,1.100E03,0.3151,0.3342,0.1975,0.3143,0.0045,0.1975,0.4714,448.4,446.9,541.3,492.3,20.4,6.1,6340.0,, Cool White,0.0054,0.00146176828347087,70.2611251172056,68.3,73.2,75.2,71.9,69.7,64,79.6,60.2,-31.4,35.2,69.2,39,68.3,86,N/A,N/A,
527,11/28/2016 2:39:03 PM,1.743E00,5.557E02,1.100E03,0.3150,0.3340,0.1976,0.3142,0.0044,0.1976,0.4713,448.5,446.9,541.4,492.2,20.4,6.1,6343.0,, Cool White,0.0054,0.00138174392419668,70.3153217330206,68.4,73.2,75.2,72,69.8,64,79.6,60.3,-31.1,35.3,69.3,39.1,68.4,86,N/A,N/A,
528,11/28/2016 2:39:13 PM,1.744E00,5.556E02,1.100E03,0.3150,0.3341,0.1975,0.3143,0.0045,0.1975,0.4714,448.5,446.9,541.6,492.3,20.5,6.1,6342.0,, Cool White,0.0054,0.00144832800316814,70.2915534005839,68.4,73.2,75.2,72,69.7,64,79.6,60.3,-31.2,35.3,69.3,39.1,68.4,86,N/A,N/A,
529,11/28/2016 2:39:23 PM,1.765E00,5.632E02,1.115E03,0.3149,0.3338,0.1976,0.3141,0.0044,0.1976,0.4712,448.4,447.0,541.0,492.1,20.5,6.2,6349.0,, Cool White,0.0054,0.00134637609924894,70.2969087121332,68.4,73.2,75.2,72,69.7,64,79.6,60.4,-31,35.3,69.3,39.1,68.4,86,N/A,N/A,
