Derived Data
Scan,Date/Time,Radiant Flux (Watts),Luminous Flux (lumens),Scotopic Luminous Flux (lm'),Chromaticity x coord,Chromaticity y coord,Chromaticity u coord,Chromaticity v coord,Delta uv,Chromaticity u' coord,Chromaticity v' coord,Peak Wavelength (nm),Center Wavelength (nm),Centroid Wavelength (nm),Dominant Wavelength (nm),Full Width Half Max Bandwidth (nm),Excitation Purity (%),Correlated Color Temperature (deg. K),Luminous Efficacy (lm/W),SDCM,Correlation,Correlation Coeficient,Color Rendering Index Average (RA),Color Rendering Index (R1),Color Rendering Index (R2),Color Rendering Index (R3),Color Rendering Index (R4),Color Rendering Index (R5),Color Rendering Index (R6),Color Rendering Index (R7),Color Rendering Index (R8),Color Rendering Index (R9),Color Rendering Index (R10),Color Rendering Index (R11),Color Rendering Index (R12),Color Rendering Index (R13),Color Rendering Index (R14),Measured DUT Current (A),Measured DUT Voltage (V),
71,11/28/2016 1:24:42 PM,2.593E00,8.167E02,1.634E03,0.3129,0.3295,0.1978,0.3124,0.0033,0.1978,0.4686,448.5,446.7,540.0,489.3,22.4,7.2,6487.0,, Cool White,0.0054,0.000174905665772429,70.8331012166657,69.4,73.6,74.8,72.7,70.7,64.4,79.6,61.6,-27.3,35.7,70.2,40.7,69.2,85.7,N/A,N/A,
72,11/28/2016 1:24:43 PM,2.588E00,8.175E02,1.636E03,0.3128,0.3295,0.1977,0.3124,0.0033,0.1977,0.4686,448.4,446.7,539.3,489.3,22.4,7.2,6489.0,, Cool White,0.0054,0.000230225266907783,70.7936677744218,69.3,73.5,74.8,72.6,70.6,64.4,79.6,61.5,-27.5,35.7,70.2,40.7,69.1,85.7,N/A,N/A,
73,11/28/2016 1:24:44 PM,2.588E00,8.176E02,1.636E03,0.3128,0.3295,0.1977,0.3124,0.0033,0.1977,0.4686,448.4,446.7,539.3,489.3,22.5,7.2,6491.0,, Cool White,0.0054,0.000220423932558441,70.7732584405621,69.2,73.5,74.8,72.6,70.6,64.4,79.6,61.5,-27.7,35.7,70.1,40.7,69.1,85.7,N/A,N/A,
74,11/28/2016 1:24:45 PM,2.572E00,8.122E02,1.626E03,0.3128,0.3296,0.1977,0.3124,0.0034,0.1977,0.4687,448.4,446.7,539.5,489.4,22.5,7.2,6488.0,, Cool White,0.0054,0.000263548538671675,70.7810527603872,69.2,73.5,74.8,72.6,70.6,64.4,79.6,61.5,-27.6,35.7,70.1,40.6,69.1,85.7,N/A,N/A,
75,11/28/2016 1:24:45 PM,2.567E00,8.123E02,1.626E03,0.3128,0.3296,0.1977,0.3124,0.0034,0.1977,0.4687,448.4,446.7,539.0,489.4,22.6,7.2,6490.0,, Cool White,0.0054,0.000275281402750788,70.7826826316516,69.3,73.5,74.8,72.6,70.6,64.4,79.6,61.5,-27.7,35.7,70.1,40.7,69.1,85.7,N/A,N/A,
76,11/28/2016 1:24:46 PM,2.569E00,8.129E02,1.627E03,0.3128,0.3295,0.1977,0.3124,0.0034,0.1977,0.4686,448.3,446.7,539.1,489.3,22.5,7.2,6492.0,, Cool White,0.0054,0.000249703704468997,70.7748654916035,69.3,73.5,74.8,72.6,70.6,64.4,79.6,61.5,-27.6,35.6,70.1,40.6,69.1,85.7,N/A,N/A,
77,11/28/2016 1:24:47 PM,2.557E00,8.077E02,1.616E03,0.3129,0.3297,0.1977,0.3125,0.0034,0.1977,0.4687,448.5,446.7,539.4,489.4,22.5,7.2,6486.0,, Cool White,0.0054,0.000272729639472103,70.7643380462651,69.2,73.5,74.8,72.6,70.6,64.4,79.6,61.4,-27.9,35.7,70.1,40.6,69.1,85.7,N/A,N/A,
78,11/28/2016 1:24:48 PM,2.554E00,8.079E02,1.617E03,0.3129,0.3296,0.1977,0.3124,0.0033,0.1977,0.4687,448.4,446.7,539.2,489.4,22.5,7.2,6487.0,, Cool White,0.0054,0.000238102408353739,70.7917288387075,69.3,73.6,74.8,72.6,70.6,64.4,79.6,61.5,-27.6,35.7,70.1,40.7,69.1,85.7,N/A,N/A,
79,11/28/2016 1:24:48 PM,2.568E00,8.084E02,1.619E03,0.3128,0.3295,0.1977,0.3124,0.0033,0.1977,0.4686,448.4,446.8,539.9,489.3,22.5,7.2,6492.0,, Cool White,0.0054,0.000230360394157353,70.8417728475309,69.3,73.6,74.8,72.7,70.7,64.4,79.6,61.6,-27.3,35.8,70.2,40.7,69.2,85.7,N/A,N/A,
80,11/28/2016 1:24:49 PM,2.561E00,8.087E02,1.619E03,0.3128,0.3295,0.1977,0.3124,0.0033,0.1977,0.4686,448.5,446.7,539.4,489.3,22.5,7.2,6493.0,, Cool White,0.0054,0.000232984184098656,70.8090305465458,69.3,73.6,74.8,72.6,70.6,64.4,79.6,61.5,-27.5,35.7,70.1,40.7,69.1,85.7,N/A,N/A,
81,11/28/2016 1:24:50 PM,2.557E00,8.089E02,1.620E03,0.3128,0.3296,0.1977,0.3124,0.0034,0.1977,0.4686,448.4,446.8,539.1,489.4,22.5,7.2,6491.0,, Cool White,0.0054,0.000264118238902996,70.7973978395555,69.2,73.6,74.9,72.6,70.6,64.4,79.6,61.5,-27.8,35.7,70.1,40.7,69.1,85.7,N/A,N/A,
82,11/28/2016 1:24:51 PM,2.565E00,8.098E02,1.623E03,0.3127,0.3293,0.1977,0.3123,0.0033,0.1977,0.4685,448.4,446.7,539.3,489.2,22.5,7.3,6499.0,, Cool White,0.0054,0.000210349128673673,70.8505614097208,69.3,73.6,74.8,72.7,70.7,64.5,79.7,61.6,-27.4,35.8,70.2,40.7,69.2,85.7,N/A,N/A,
83,11/28/2016 1:24:51 PM,2.559E00,8.097E02,1.622E03,0.3127,0.3294,0.1977,0.3124,0.0033,0.1977,0.4685,448.5,446.7,539.0,489.3,22.6,7.2,6496.0,, Cool White,0.0054,0.000226964997669295,70.820036457022,69.3,73.6,74.8,72.6,70.6,64.4,79.6,61.5,-27.6,35.8,70.2,40.7,69.1,85.7,N/A,N/A,
84,11/28/2016 1:25:02 PM,2.551E00,8.037E02,1.612E03,0.3126,0.3293,0.1976,0.3123,0.0033,0.1976,0.4685,448.6,446.8,539.6,489.2,22.7,7.3,6503.0,, Cool White,0.0054,0.000220168482542534,70.9469918207983,69.4,73.7,74.9,72.8,70.7,64.6,79.8,61.7,-26.9,36,70.2,40.8,69.3,85.7,N/A,N/A,
85,11/28/2016 1:25:13 PM,2.519E00,7.942E02,1.595E03,0.3125,0.3292,0.1976,0.3123,0.0033,0.1976,0.4684,448.5,446.9,539.4,489.2,22.7,7.3,6509.0,, Cool White,0.0054,0.00022836697086162,71.0003202586951,69.4,73.8,75,72.8,70.8,64.7,79.9,61.7,-27.1,36.2,70.2,40.9,69.3,85.8,N/A,N/A,
86,11/28/2016 1:25:23 PM,2.464E00,7.788E02,1.563E03,0.3126,0.3295,0.1976,0.3124,0.0034,0.1976,0.4686,448.7,446.9,539.1,489.3,22.7,7.3,6500.0,, Cool White,0.0054,0.000309573618896518,70.9651318732896,69.4,73.8,75.1,72.7,70.7,64.6,79.9,61.6,-27.5,36.2,70.1,40.8,69.3,85.9,N/A,N/A,
87,11/28/2016 1:25:34 PM,2.470E00,7.794E02,1.567E03,0.3124,0.3293,0.1975,0.3123,0.0034,0.1975,0.4684,448.7,447.0,539.2,489.2,22.9,7.3,6513.0,, Cool White,0.0054,0.000310447098877952,71.0145069467326,69.4,73.8,75.1,72.8,70.7,64.7,79.9,61.7,-27.2,36.3,70.1,40.9,69.3,85.9,N/A,N/A,
88,11/28/2016 1:25:44 PM,2.436E00,7.681E02,1.544E03,0.3125,0.3293,0.1976,0.3123,0.0034,0.1976,0.4685,448.7,447.0,539.5,489.2,22.8,7.3,6509.0,, Cool White,0.0054,0.000291869169641557,71.0553323862055,69.4,73.9,75.2,72.8,70.7,64.8,80,61.7,-27.1,36.4,70.1,40.9,69.4,85.9,N/A,N/A,
89,11/28/2016 1:25:55 PM,2.382E00,7.521E02,1.511E03,0.3127,0.3296,0.1976,0.3124,0.0035,0.1976,0.4687,448.7,447.0,539.4,489.4,22.8,7.2,6497.0,, Cool White,0.0054,0.000367145779072106,71.0314654407031,69.4,73.9,75.2,72.8,70.7,64.7,80,61.6,-27.3,36.4,70.1,40.8,69.3,85.9,N/A,N/A,
90,11/28/2016 1:26:05 PM,2.331E00,7.379E02,1.481E03,0.3128,0.3300,0.1975,0.3126,0.0036,0.1975,0.4689,448.8,447.0,539.3,489.6,22.8,7.2,6489.0,, Cool White,0.0054,0.000494413198421997,70.9720970603138,69.3,73.8,75.3,72.7,70.6,64.7,80,61.4,-27.8,36.4,70,40.7,69.2,86,N/A,N/A,
91,11/28/2016 1:26:15 PM,2.304E00,7.300E02,1.466E03,0.3127,0.3300,0.1975,0.3126,0.0036,0.1975,0.4689,448.7,447.1,539.0,489.6,22.6,7.2,6491.0,, Cool White,0.0054,0.000508480083511079,70.9865626197799,69.3,73.8,75.2,72.7,70.6,64.7,80,61.5,-27.6,36.3,70,40.7,69.3,86,N/A,N/A,
92,11/28/2016 1:26:26 PM,2.265E00,7.150E02,1.435E03,0.3129,0.3301,0.1975,0.3126,0.0036,0.1975,0.4690,448.7,447.1,539.9,489.7,22.6,7.1,6481.0,, Cool White,0.0054,0.000504397635880741,71.020669513667,69.3,73.9,75.3,72.7,70.6,64.7,80,61.5,-27.5,36.4,70,40.7,69.3,86,N/A,N/A,
93,11/28/2016 1:26:36 PM,2.229E00,7.052E02,1.414E03,0.3130,0.3305,0.1975,0.3128,0.0037,0.1975,0.4692,448.6,447.1,539.8,489.9,22.6,7.0,6471.0,, Cool White,0.0054,0.000617554773903682,70.9432839659004,69.2,73.8,75.3,72.6,70.5,64.7,80,61.4,-27.9,36.3,69.9,40.5,69.2,86,N/A,N/A,
94,11/28/2016 1:26:46 PM,2.186E00,6.908E02,1.384E03,0.3132,0.3308,0.1975,0.3129,0.0038,0.1975,0.4694,448.8,447.2,540.3,490.1,22.5,7.0,6462.0,, Cool White,0.0054,0.000713326761799505,70.9005770400638,69.1,73.8,75.4,72.6,70.4,64.6,80,61.3,-28.3,36.3,69.8,40.5,69.1,86,N/A,N/A,
95,11/28/2016 1:26:56 PM,2.163E00,6.855E02,1.372E03,0.3133,0.3311,0.1975,0.3130,0.0038,0.1975,0.4695,448.8,447.1,539.8,490.3,22.4,6.9,6451.0,, Cool White,0.0054,0.000737179747034671,70.8958480435893,69.1,73.8,75.4,72.6,70.4,64.6,80,61.3,-28.2,36.3,69.8,40.4,69.1,86,N/A,N/A,
96,11/28/2016 1:27:07 PM,2.148E00,6.793E02,1.360E03,0.3133,0.3310,0.1975,0.3130,0.0038,0.1975,0.4695,448.7,447.1,540.2,490.2,22.4,6.9,6453.0,, Cool White,0.0054,0.000728268773163096,70.911586854858,69.1,73.8,75.4,72.6,70.4,64.7,80,61.3,-28.3,36.3,69.8,40.4,69.1,86,N/A,N/A,
97,11/28/2016 1:27:17 PM,2.142E00,6.772E02,1.356E03,0.3134,0.3311,0.1975,0.3130,0.0038,0.1975,0.4696,448.7,447.1,540.4,490.3,22.3,6.9,6448.0,, Cool White,0.0054,0.00075815102197136,70.9069460231631,69.1,73.8,75.4,72.6,70.4,64.6,80,61.3,-28.3,36.3,69.8,40.4,69.1,86,N/A,N/A,
98,11/28/2016 1:27:27 PM,2.079E00,6.590E02,1.317E03,0.3136,0.3316,0.1975,0.3132,0.0040,0.1975,0.4698,448.8,447.1,540.2,490.6,22.3,6.8,6435.0,, Cool White,0.0054,0.000887195260159927,70.8177070364065,69,73.7,75.4,72.5,70.3,64.6,80,61.1,-28.9,36.2,69.7,40.3,69,86.1,N/A,N/A,
99,11/28/2016 1:27:37 PM,2.011E00,6.377E02,1.274E03,0.3138,0.3318,0.1975,0.3133,0.0040,0.1975,0.4700,448.8,447.2,540.4,490.7,22.0,6.7,6423.0,, Cool White,0.0054,0.000902128050465641,70.8127458264808,69,73.7,75.4,72.5,70.3,64.6,80,61.1,-28.8,36.2,69.7,40.1,69,86.1,N/A,N/A,
100,11/28/2016 1:27:47 PM,2.026E00,6.441E02,1.286E03,0.3137,0.3319,0.1975,0.3133,0.0040,0.1975,0.4700,448.7,447.1,539.9,490.8,22.1,6.7,6425.0,, Cool White,0.0054,0.000945670078182773,70.7872230840372,68.9,73.7,75.4,72.4,70.3,64.5,80,61,-29,36.2,69.7,40.1,69,86.1,N/A,N/A,
101,11/28/2016 1:27:58 PM,2.002E00,6.359E02,1.269E03,0.3138,0.3320,0.1975,0.3134,0.0040,0.1975,0.4701,448.7,447.2,540.2,490.8,21.9,6.7,6418.0,, Cool White,0.0054,0.000960377261969321,70.7683949854558,68.9,73.7,75.4,72.4,70.2,64.5,80,61,-29.1,36.2,69.7,40.1,69,86.1,N/A,N/A,
102,11/28/2016 1:28:08 PM,1.963E00,6.240E02,1.245E03,0.3139,0.3322,0.1975,0.3135,0.0041,0.1975,0.4702,448.7,447.2,540.2,491.0,21.8,6.6,6414.0,, Cool White,0.0054,0.00103775733547729,70.7144102334555,68.8,73.6,75.4,72.4,70.2,64.4,79.9,60.9,-29.3,36,69.6,39.9,68.9,86.1,N/A,N/A,
103,11/28/2016 1:28:18 PM,1.959E00,6.212E02,1.239E03,0.3140,0.3323,0.1975,0.3135,0.0041,0.1975,0.4703,448.7,447.2,540.8,491.1,21.7,6.6,6406.0,, Cool White,0.0054,0.00105075047333425,70.7311288518638,68.8,73.7,75.5,72.4,70.2,64.5,79.9,60.9,-29.3,36.1,69.6,40,68.9,86.1,N/A,N/A,
104,11/28/2016 1:28:28 PM,1.956E00,6.200E02,1.236E03,0.3141,0.3324,0.1975,0.3136,0.0041,0.1975,0.4703,448.7,447.2,541.1,491.1,21.8,6.6,6402.0,, Cool White,0.0054,0.00106690438606905,70.6844588292105,68.8,73.6,75.4,72.3,70.1,64.4,79.9,60.8,-29.6,36,69.5,39.9,68.8,86.1,N/A,N/A,
105,11/28/2016 1:28:39 PM,1.946E00,6.180E02,1.232E03,0.3140,0.3325,0.1974,0.3136,0.0042,0.1974,0.4704,448.7,447.2,540.7,491.2,21.7,6.6,6404.0,, Cool White,0.0054,0.00111693758466295,70.6701203439219,68.8,73.6,75.4,72.3,70.1,64.4,79.9,60.8,-29.6,36,69.5,39.9,68.8,86.1,N/A,N/A,
106,11/28/2016 1:28:49 PM,1.932E00,6.170E02,1.229E03,0.3141,0.3325,0.1975,0.3136,0.0042,0.1975,0.4704,448.6,447.1,539.6,491.2,21.7,6.5,6400.0,, Cool White,0.0054,0.00110105995250298,70.6546705484057,68.8,73.6,75.4,72.3,70.1,64.4,79.9,60.8,-29.7,36,69.5,39.9,68.8,86.1,N/A,N/A,
107,11/28/2016 1:28:59 PM,1.902E00,6.056E02,1.206E03,0.3142,0.3327,0.1975,0.3137,0.0042,0.1975,0.4705,448.7,447.2,540.4,491.3,21.6,6.5,6393.0,, Cool White,0.0054,0.00112461533102406,70.6409982176499,68.8,73.6,75.4,72.3,70.1,64.4,79.9,60.8,-29.6,35.9,69.5,39.8,68.8,86.1,N/A,N/A,
108,11/28/2016 1:29:09 PM,1.894E00,6.029E02,1.200E03,0.3142,0.3328,0.1975,0.3137,0.0042,0.1975,0.4705,448.7,447.2,540.5,491.4,21.4,6.5,6392.0,, Cool White,0.0054,0.00115846079079385,70.6271726278787,68.7,73.6,75.4,72.3,70.1,64.4,79.9,60.8,-29.8,35.9,69.5,39.7,68.8,86.1,N/A,N/A,
109,11/28/2016 1:29:20 PM,1.886E00,6.019E02,1.198E03,0.3143,0.3329,0.1975,0.3137,0.0043,0.1975,0.4706,448.6,447.2,540.0,491.4,21.5,6.5,6390.0,, Cool White,0.0054,0.00119459481989135,70.5929542466384,68.7,73.5,75.4,72.2,70,64.3,79.9,60.7,-29.9,35.8,69.5,39.7,68.7,86.1,N/A,N/A,
110,11/28/2016 1:29:30 PM,1.889E00,6.003E02,1.194E03,0.3143,0.3329,0.1975,0.3138,0.0042,0.1975,0.4706,448.6,447.2,540.9,491.4,21.4,6.4,6385.0,, Cool White,0.0054,0.00116175184931371,70.6279120869949,68.7,73.6,75.4,72.3,70.1,64.4,79.9,60.8,-29.7,35.9,69.5,39.7,68.8,86.1,N/A,N/A,
111,11/28/2016 1:29:40 PM,1.880E00,5.988E02,1.191E03,0.3143,0.3329,0.1975,0.3137,0.0042,0.1975,0.4706,448.6,447.1,540.4,491.4,21.4,6.4,6387.0,, Cool White,0.0054,0.00117579808567326,70.5802869567997,68.7,73.5,75.4,72.2,70,64.3,79.8,60.7,-30,35.8,69.5,39.7,68.7,86.1,N/A,N/A,
112,11/28/2016 1:29:50 PM,1.884E00,5.991E02,1.192E03,0.3144,0.3329,0.1975,0.3138,0.0042,0.1975,0.4706,448.6,447.2,540.7,491.5,21.4,6.4,6383.0,, Cool White,0.0054,0.00115066034905282,70.6247207427485,68.7,73.6,75.4,72.3,70.1,64.4,79.9,60.7,-29.9,35.9,69.5,39.8,68.8,86.1,N/A,N/A,
113,11/28/2016 1:30:00 PM,1.883E00,5.995E02,1.193E03,0.3144,0.3330,0.1975,0.3138,0.0043,0.1975,0.4707,448.6,447.1,540.7,491.5,21.5,6.4,6382.0,, Cool White,0.0054,0.00120557773827277,70.6050285972533,68.7,73.5,75.4,72.2,70,64.4,79.9,60.7,-29.9,35.9,69.5,39.7,68.8,86.1,N/A,N/A,
114,11/28/2016 1:30:11 PM,1.873E00,5.965E02,1.186E03,0.3145,0.3331,0.1975,0.3138,0.0043,0.1975,0.4707,448.6,447.1,540.5,491.6,21.4,6.4,6379.0,, Cool White,0.0054,0.00120314718773339,70.5761514234803,68.7,73.5,75.4,72.2,70,64.3,79.8,60.6,-30.2,35.9,69.5,39.7,68.7,86.1,N/A,N/A,
115,11/28/2016 1:30:21 PM,1.861E00,5.940E02,1.181E03,0.3145,0.3333,0.1975,0.3139,0.0043,0.1975,0.4708,448.7,447.1,540.3,491.7,21.3,6.3,6373.0,, Cool White,0.0054,0.00125976683154772,70.5222435221819,68.6,73.5,75.4,72.1,69.9,64.3,79.8,60.5,-30.5,35.8,69.4,39.6,68.6,86.1,N/A,N/A,
116,11/28/2016 1:30:31 PM,1.858E00,5.928E02,1.178E03,0.3145,0.3332,0.1975,0.3139,0.0043,0.1975,0.4708,448.7,447.1,540.3,491.7,21.3,6.3,6373.0,, Cool White,0.0054,0.00124423571807943,70.5528845771488,68.6,73.5,75.4,72.2,70,64.3,79.8,60.6,-30.2,35.8,69.5,39.6,68.7,86.1,N/A,N/A,
117,11/28/2016 1:30:41 PM,1.859E00,5.929E02,1.178E03,0.3144,0.3332,0.1975,0.3139,0.0043,0.1975,0.4708,448.7,447.2,540.4,491.7,21.3,6.4,6379.0,, Cool White,0.0054,0.00128477252920671,70.5074498403914,68.6,73.4,75.3,72.1,69.9,64.2,79.8,60.6,-30.3,35.7,69.4,39.5,68.6,86,N/A,N/A,
118,11/28/2016 1:30:52 PM,1.850E00,5.915E02,1.175E03,0.3145,0.3334,0.1975,0.3139,0.0044,0.1975,0.4709,448.5,447.1,540.1,491.8,21.2,6.3,6373.0,, Cool White,0.0054,0.00130747435763146,70.5012262987429,68.6,73.4,75.4,72.1,69.9,64.2,79.8,60.6,-30.4,35.7,69.4,39.5,68.6,86.1,N/A,N/A,
119,11/28/2016 1:31:02 PM,1.832E00,5.823E02,1.156E03,0.3146,0.3335,0.1975,0.3140,0.0044,0.1975,0.4710,448.6,447.1,541.2,491.8,21.1,6.3,6366.0,, Cool White,0.0054,0.00130555932548367,70.4992335798285,68.6,73.4,75.4,72.1,69.9,64.2,79.8,60.5,-30.4,35.7,69.4,39.5,68.6,86.1,N/A,N/A,
120,11/28/2016 1:31:12 PM,1.859E00,5.929E02,1.178E03,0.3146,0.3333,0.1975,0.3139,0.0043,0.1975,0.4709,448.5,447.1,540.7,491.7,21.3,6.3,6372.0,, Cool White,0.0054,0.00126891664461053,70.5184858325396,68.6,73.5,75.3,72.2,69.9,64.3,79.8,60.6,-30.3,35.7,69.4,39.6,68.6,86,N/A,N/A,
121,11/28/2016 1:31:22 PM,1.878E00,5.976E02,1.187E03,0.3146,0.3332,0.1975,0.3139,0.0043,0.1975,0.4708,448.6,447.1,540.9,491.6,21.4,6.3,6372.0,, Cool White,0.0054,0.00121646589045536,70.5112333458188,68.6,73.5,75.4,72.1,69.9,64.3,79.8,60.6,-30.4,35.7,69.4,39.6,68.6,86.1,N/A,N/A,
122,11/28/2016 1:31:32 PM,1.846E00,5.895E02,1.171E03,0.3145,0.3334,0.1975,0.3140,0.0044,0.1975,0.4709,448.6,447.1,540.3,491.8,21.2,6.3,6371.0,, Cool White,0.0054,0.0013213521989663,70.4652575594103,68.5,73.4,75.4,72.1,69.9,64.2,79.8,60.5,-30.6,35.6,69.3,39.5,68.6,86.1,N/A,N/A,
123,11/28/2016 1:31:42 PM,1.841E00,5.882E02,1.168E03,0.3145,0.3333,0.1975,0.3139,0.0043,0.1975,0.4709,448.6,447.1,540.3,491.7,21.1,6.3,6372.0,, Cool White,0.0054,0.00128500169481712,70.4860270752098,68.6,73.4,75.3,72.1,69.9,64.2,79.8,60.6,-30.4,35.6,69.4,39.5,68.6,86,N/A,N/A,
124,11/28/2016 1:31:52 PM,1.877E00,5.979E02,1.188E03,0.3145,0.3332,0.1975,0.3139,0.0043,0.1975,0.4708,448.6,447.1,540.7,491.6,21.2,6.3,6373.0,, Cool White,0.0054,0.00121459429705541,70.5093474757166,68.6,73.5,75.3,72.2,69.9,64.2,79.8,60.6,-30.3,35.7,69.4,39.6,68.6,86,N/A,N/A,
125,11/28/2016 1:32:03 PM,1.888E00,5.988E02,1.190E03,0.3145,0.3331,0.1975,0.3139,0.0042,0.1975,0.4708,448.6,447.1,541.5,491.6,21.3,6.4,6375.0,, Cool White,0.0054,0.00119735970930037,70.5471876402857,68.7,73.5,75.3,72.2,70,64.3,79.8,60.7,-30,35.7,69.5,39.6,68.7,86,N/A,N/A,
126,11/28/2016 1:32:13 PM,1.849E00,5.895E02,1.171E03,0.3146,0.3334,0.1975,0.3139,0.0043,0.1975,0.4709,448.5,447.1,540.6,491.8,21.2,6.3,6369.0,, Cool White,0.0054,0.00128082342104408,70.4974206090735,68.6,73.4,75.4,72.1,69.9,64.2,79.8,60.5,-30.5,35.7,69.4,39.5,68.6,86.1,N/A,N/A,
127,11/28/2016 1:32:23 PM,1.845E00,5.881E02,1.168E03,0.3146,0.3334,0.1975,0.3140,0.0043,0.1975,0.4709,448.7,447.1,540.5,491.8,21.2,6.3,6368.0,, Cool White,0.0054,0.00129528365158981,70.4960263062622,68.6,73.4,75.3,72.1,69.9,64.2,79.8,60.5,-30.4,35.7,69.4,39.5,68.6,86,N/A,N/A,
128,11/28/2016 1:32:33 PM,1.876E00,5.978E02,1.187E03,0.3146,0.3333,0.1975,0.3139,0.0043,0.1975,0.4709,448.5,447.1,540.8,491.7,21.3,6.3,6370.0,, Cool White,0.0054,0.00125100366644213,70.4873516919241,68.6,73.4,75.3,72.1,69.9,64.2,79.8,60.6,-30.4,35.6,69.4,39.5,68.6,86,N/A,N/A,
129,11/28/2016 1:32:43 PM,1.853E00,5.911E02,1.174E03,0.3145,0.3332,0.1975,0.3139,0.0043,0.1975,0.4708,448.6,447.1,540.5,491.6,21.2,6.4,6375.0,, Cool White,0.0054,0.00124286589294798,70.495407557603,68.6,73.4,75.3,72.1,69.9,64.2,79.8,60.6,-30.4,35.7,69.4,39.5,68.6,86,N/A,N/A,
130,11/28/2016 1:32:53 PM,1.828E00,5.844E02,1.160E03,0.3146,0.3335,0.1975,0.3140,0.0044,0.1975,0.4710,448.5,447.1,540.3,491.8,21.2,6.3,6370.0,, Cool White,0.0054,0.00135047122001407,70.4281190153679,68.5,73.4,75.4,72.1,69.8,64.2,79.7,60.4,-30.9,35.6,69.3,39.4,68.5,86.1,N/A,N/A,
131,11/28/2016 1:33:03 PM,1.844E00,5.880E02,1.167E03,0.3147,0.3335,0.1975,0.3140,0.0043,0.1975,0.4710,448.6,447.1,540.7,491.8,21.1,6.3,6364.0,, Cool White,0.0054,0.00129594314289891,70.4831435340429,68.5,73.4,75.4,72.1,69.9,64.2,79.8,60.5,-30.5,35.7,69.4,39.5,68.6,86.1,N/A,N/A,
132,11/28/2016 1:33:13 PM,1.843E00,5.857E02,1.163E03,0.3147,0.3334,0.1976,0.3140,0.0043,0.1976,0.4710,448.7,447.1,541.4,491.8,21.1,6.3,6363.0,, Cool White,0.0054,0.00124024141246931,70.5278477937421,68.6,73.5,75.4,72.2,70,64.3,79.8,60.6,-30.3,35.7,69.5,39.6,68.7,86,N/A,N/A,
133,11/28/2016 1:33:23 PM,1.833E00,5.843E02,1.159E03,0.3148,0.3334,0.1976,0.3140,0.0043,0.1976,0.4710,448.6,447.1,540.7,491.8,21.1,6.3,6361.0,, Cool White,0.0054,0.00121772219211911,70.4899795878035,68.6,73.4,75.4,72.1,69.9,64.2,79.7,60.5,-30.5,35.7,69.4,39.5,68.6,86.1,N/A,N/A,
134,11/28/2016 1:33:33 PM,1.830E00,5.840E02,1.159E03,0.3147,0.3335,0.1975,0.3140,0.0043,0.1975,0.4710,448.6,447.1,540.7,491.9,21.1,6.3,6363.0,, Cool White,0.0054,0.00130445168034547,70.4471425519699,68.5,73.4,75.3,72.1,69.9,64.2,79.7,60.5,-30.7,35.6,69.4,39.5,68.6,86,N/A,N/A,
135,11/28/2016 1:33:43 PM,1.888E00,6.039E02,1.199E03,0.3146,0.3332,0.1976,0.3139,0.0043,0.1976,0.4708,448.6,447.1,539.9,491.7,21.1,6.3,6371.0,, Cool White,0.0054,0.00121255474093721,70.4787402434537,68.6,73.4,75.3,72.1,69.9,64.2,79.7,60.5,-30.5,35.6,69.4,39.6,68.6,86,N/A,N/A,
136,11/28/2016 1:33:53 PM,1.868E00,5.963E02,1.185E03,0.3145,0.3333,0.1975,0.3139,0.0043,0.1975,0.4709,448.6,447.0,540.3,491.7,21.2,6.4,6374.0,, Cool White,0.0054,0.00127614291784401,70.4884040291183,68.6,73.4,75.3,72.1,69.9,64.2,79.7,60.6,-30.4,35.7,69.4,39.6,68.6,86,N/A,N/A,
137,11/28/2016 1:34:02 PM,1.864E00,5.953E02,1.182E03,0.3147,0.3334,0.1976,0.3140,0.0043,0.1976,0.4709,448.6,447.0,540.4,491.8,21.2,6.3,6365.0,, Cool White,0.0054,0.00124604489194666,70.4730003043801,68.6,73.4,75.3,72.1,69.9,64.2,79.7,60.5,-30.5,35.6,69.4,39.5,68.6,86,N/A,N/A,
138,11/28/2016 1:34:12 PM,1.877E00,5.972E02,1.186E03,0.3145,0.3332,0.1975,0.3139,0.0043,0.1975,0.4708,448.5,447.0,540.7,491.6,21.3,6.3,6373.0,, Cool White,0.0054,0.00120671569038562,70.5242647246659,68.6,73.5,75.3,72.2,70,64.3,79.8,60.6,-30.2,35.7,69.5,39.6,68.7,86,N/A,N/A,
139,11/28/2016 1:34:22 PM,1.896E00,6.026E02,1.197E03,0.3145,0.3331,0.1975,0.3138,0.0043,0.1975,0.4707,448.6,447.1,541.1,491.6,21.3,6.4,6378.0,, Cool White,0.0054,0.00120185175615501,70.5416344041391,68.7,73.5,75.3,72.2,70,64.3,79.8,60.7,-30,35.7,69.5,39.6,68.7,86,N/A,N/A,
140,11/28/2016 1:34:32 PM,1.895E00,6.047E02,1.201E03,0.3145,0.3332,0.1975,0.3139,0.0043,0.1975,0.4708,448.6,447.1,540.3,491.6,21.2,6.4,6376.0,, Cool White,0.0054,0.00123439759888198,70.4929736234775,68.6,73.4,75.3,72.2,69.9,64.2,79.7,60.6,-30.3,35.6,69.4,39.6,68.6,86,N/A,N/A,
